"Kod";"Nazwa";"zameldowania ogółem;ogółem;2008;[osoba]";"zameldowania z miast;ogółem;2008;[osoba]";"zameldowania ze wsi;ogółem;2008;[osoba]";"wymeldowania ogółem;ogółem;2008;[osoba]";"wymeldowania do miast;ogółem;2008;[osoba]";"wymeldowania na wieś;ogółem;2008;[osoba]";"wymeldowania za granicę;ogółem;2008;[osoba]";"saldo migracji;ogółem;2008;[osoba]";"saldo migracji na 1000 ludności;ogółem;2008;[osoba]";
1001083;"Zelów (3)";191;135;53;171;98;63;10;20;1,3;
1001084;"Zelów - miasto (4)";66;40;25;100;43;49;8;-34;-4,2;
1001085;"Zelów - obszar wiejski (5)";125;95;28;71;55;14;2;54;7,6;
1002000;"Powiat kutnowski";1006;502;488;1205;654;520;31;-199;-1,9;
1002011;"Kutno (1)";338;128;200;514;240;262;12;-176;-3,8;
1002022;"Bedlno (2)";68;39;29;66;33;30;3;2;0,3;
1002032;"Dąbrowice (2)";25;12;13;33;21;12;0;-8;-3,9;
1002043;"Krośniewice (3)";107;45;60;121;71;46;4;-14;-1,6;
1002044;"Krośniewice - miasto (4)";46;10;34;50;33;14;3;-4;-0,9;
1002045;"Krośniewice - obszar wiejski (5)";61;35;26;71;38;32;1;-10;-2,3;
1002052;"Krzyżanów (2)";44;21;22;56;35;21;0;-12;-2,8;
1002062;"Kutno (2)";176;140;34;94;58;33;3;82;9,7;
1002072;"Łanięta (2)";25;12;13;27;16;11;0;-2;-0,8;
1002082;"Nowe Ostrowy (2)";33;16;17;52;32;20;0;-19;-5,0;
1002092;"Oporów (2)";19;12;7;22;11;11;0;-3;-1,1;
1002102;"Strzelce (2)";39;14;25;55;31;24;0;-16;-3,9;
1002113;"Żychlin (3)";132;63;68;165;106;50;9;-33;-2,6;
1002114;"Żychlin - miasto (4)";78;20;57;107;55;44;8;-29;-3,3;
1002115;"Żychlin - obszar wiejski (5)";54;43;11;58;51;6;1;-4;-1,0;
1003000;"Powiat łaski";631;423;201;591;277;289;25;40;0,8;
1003012;"Buczek (2)";65;53;12;49;22;26;1;16;3,3;
1003023;"Łask (3)";384;244;135;390;181;190;19;-6;-0,2;
1003024;"Łask - miasto (4)";244;135;106;308;131;163;14;-64;-3,4;
1003025;"Łask - obszar wiejski (5)";140;109;29;82;50;27;5;58;5,9;
1003032;"Sędziejowice (2)";79;53;26;53;30;23;0;26;4,0;
1003042;"Widawa (2)";47;24;22;61;28;33;0;-14;-1,8;
1003052;"Wodzierady (2)";56;49;6;38;16;17;5;18;5,8;
1004000;"Powiat łęczycki";387;177;204;543;312;220;11;-156;-3,0;
1004011;"Łęczyca (1)";111;44;62;171;98;71;2;-60;-3,9;
1004022;"Daszyna (2)";34;15;19;66;44;22;0;-32;-7,8;
1004032;"Góra Świętej Małgorzaty (2)";24;13;11;36;17;17;2;-12;-2,7;
1004042;"Grabów (2)";57;28;28;75;38;35;2;-18;-2,8;
1004052;"Łęczyca (2)";93;53;40;75;49;23;3;18;2,1;
1004062;"Piątek (2)";26;9;17;45;28;16;1;-19;-2,9;
1004072;"Świnice Warckie (2)";26;15;11;39;24;14;1;-13;-3,2;
1004082;"Witonia (2)";16;0;16;36;14;22;0;-20;-5,8;
1005000;"Powiat łowicki";579;275;295;757;407;324;26;-178;-2,2;
1005011;"Łowicz (1)";180;60;116;334;163;149;22;-154;-5,2;
1005022;"Bielawy (2)";35;18;17;51;28;22;1;-16;-2,7;
1005032;"Chąśno (2)";12;7;5;20;12;8;0;-8;-2,5;
1005042;"Domaniewice (2)";45;16;29;33;18;15;0;12;2,6;
1005052;"Kiernozia (2)";29;8;21;32;26;6;0;-3;-0,8;
1005062;"Kocierzew Południowy (2)";14;5;9;38;25;13;0;-24;-5,2;
1005072;"Łowicz (2)";83;51;31;50;28;22;0;33;4,5;
1005082;"Łyszkowice (2)";47;22;23;83;32;49;2;-36;-5,2;
1005092;"Nieborów (2)";94;66;27;75;44;31;0;19;2,0;
1005102;"Zduny (2)";40;22;17;41;31;9;1;-1;-0,2;
1006000;"Powiat łódzki wschodni";1394;1124;257;642;392;228;22;752;11,5;
1006022;"Andrespol (2)";328;284;39;125;90;30;5;203;16,9;
1006032;"Brójce (2)";166;139;27;35;13;22;0;131;23,1;
1006073;"Koluszki (3)";331;221;108;232;127;94;11;99;4,3;
1006074;"Koluszki - miasto (4)";139;61;77;137;54;74;9;2;0,1;
1006075;"Koluszki - obszar wiejski (5)";192;160;31;95;73;20;2;97;10,0;
1006082;"Nowosolna (2)";154;150;4;48;35;13;0;106;26,6;
1006113;"Tuszyn (3)";222;176;45;113;64;47;2;109;9,3;
1006114;"Tuszyn - miasto (4)";98;71;26;67;34;31;2;31;4,3;
1006115;"Tuszyn - obszar wiejski (5)";124;105;19;46;30;16;0;78;17,2;
1007000;"Powiat opoczyński";587;306;271;749;385;329;35;-162;-2,1;
1007012;"Białaczów (2)";60;35;25;62;26;32;4;-2;-0,3;
1007023;"Drzewica (3)";87;48;35;120;77;42;1;-33;-3,0;
1007024;"Drzewica - miasto (4)";31;18;13;54;32;21;1;-23;-5,8;
1007025;"Drzewica - obszar wiejski (5)";56;30;22;66;45;21;0;-10;-1,4;
1007032;"Mniszków (2)";34;23;11;16;12;4;0;18;3,8;
1007043;"Opoczno (3)";244;119;120;361;170;163;28;-117;-3,3;
1007044;"Opoczno - miasto (4)";136;46;86;281;126;130;25;-145;-6,4;
1007045;"Opoczno - obszar wiejski (5)";108;73;34;80;44;33;3;28;2,2;
1007052;"Paradyż (2)";48;25;23;35;15;20;0;13;2,9;
1007062;"Poświętne (2)";23;18;5;40;26;14;0;-17;-5,2;
1007072;"Sławno (2)";48;22;26;71;39;30;2;-23;-3,1;
1007082;"Żarnów (2)";43;16;26;44;20;24;0;-1;-0,2;
1008000;"Powiat pabianicki";1445;1067;351;1095;517;534;44;350;2,9;
1008011;"Konstantynów Łódzki (1)";222;194;27;145;86;54;5;77;4,4;
1008021;"Pabianice (1)";535;294;228;639;216;392;31;-104;-1,5;
1008032;"Dłutów (2)";60;47;13;30;20;10;0;30;7,1;
1008042;"Dobroń (2)";114;93;19;92;54;35;3;22;3,1;
1008052;"Ksawerów (2)";136;120;11;108;84;21;3;28;3,9;
1008062;"Lutomiersk (2)";170;139;29;46;33;11;2;124;17,0;
1008072;"Pabianice (2)";208;180;24;35;24;11;0;173;28,9;
1009000;"Powiat pajęczański";434;221;207;529;244;281;4;-95;-1,8;
1009013;"Działoszyn (3)";125;66;58;169;82;84;3;-44;-3,4;
1009014;"Działoszyn - miasto (4)";50;17;32;112;45;64;3;-62;-10,0;
1009015;"Działoszyn - obszar wiejski (5)";75;49;26;57;37;20;0;18;2,7;
1009022;"Kiełczygłów (2)";23;13;10;24;10;14;0;-1;-0,2;
1009032;"Nowa Brzeźnica (2)";31;14;17;57;30;26;1;-26;-5,3;
1009043;"Pajęczno (3)";128;70;54;106;43;63;0;22;1,9;
1009044;"Pajęczno - miasto (4)";78;31;45;66;21;45;0;12;1,8;
1009045;"Pajęczno - obszar wiejski (5)";50;39;9;40;22;18;0;10;2,0;
1009052;"Rząśnia (2)";26;7;19;46;22;24;0;-20;-4,2;
1009062;"Siemkowice (2)";29;19;10;43;25;18;0;-14;-2,8;
1009072;"Strzelce Wielkie (2)";28;8;20;41;17;24;0;-13;-2,7;
1009082;"Sulmierzyce (2)";44;24;19;43;15;28;0;1;0,2;
1010000;"Powiat piotrkowski";925;613;302;794;451;317;26;131;1,4;
1010012;"Aleksandrów (2)";41;28;11;35;16;19;0;6;1,3;
1010022;"Czarnocin (2)";45;21;24;39;23;16;0;6;1,5;
1010032;"Gorzkowice (2)";84;56;28;63;42;21;0;21;2,4;
1010042;"Grabica (2)";51;35;16;48;24;23;1;3;0,5;
1010052;"Łęki Szlacheckie (2)";24;13;10;31;13;18;0;-7;-1,9;
1010062;"Moszczenica (2)";105;72;33;105;63;39;3;0;0,0;
1010072;"Ręczno (2)";31;20;11;59;33;26;0;-28;-7,8;
1010082;"Rozprza (2)";130;87;40;91;44;36;11;39;3,2;
1010093;"Sulejów (3)";208;149;56;162;104;49;9;46;2,9;
1010094;"Sulejów - miasto (4)";51;20;29;75;45;24;6;-24;-3,8;
1010095;"Sulejów - obszar wiejski (5)";157;129;27;87;59;25;3;70;7,4;
1010102;"Wola Krzysztoporska (2)";130;95;35;90;52;36;2;40;3,4;
1010112;"Wolbórz (2)";76;37;38;71;37;34;0;5;0,7;
1011000;"Powiat poddębicki";445;239;198;434;246;183;5;11;0,3;
1011012;"Dalików (2)";43;22;20;23;11;12;0;20;5,4;
1011022;"Pęczniew (2)";36;27;6;29;15;14;0;7;1,9;
1011033;"Poddębice (3)";166;90;73;193;103;86;4;-27;-1,7;
1011034;"Poddębice - miasto (4)";82;23;56;113;50;61;2;-31;-3,9;
1011035;"Poddębice - obszar wiejski (5)";84;67;17;80;53;25;2;4;0,5;
1011043;"Uniejów (3)";78;33;45;67;43;23;1;11;1,5;
1011044;"Uniejów - miasto (4)";39;15;24;24;15;9;0;15;5,1;
1011045;"Uniejów - obszar wiejski (5)";39;18;21;43;28;14;1;-4;-0,9;
1011052;"Wartkowice (2)";58;33;25;64;29;35;0;-6;-1,0;
1011062;"Zadzim (2)";64;34;29;58;45;13;0;6;1,1;
1012000;"Powiat radomszczański";1020;525;474;1233;603;581;49;-213;-1,8;
1012011;"Radomsko (1)";316;125;176;474;195;238;41;-158;-3,2;
1012022;"Dobryszyce (2)";55;42;13;46;19;27;0;9;2,1;
1012032;"Gidle (2)";64;40;24;77;39;37;1;-13;-2,0;
1012042;"Gomunice (2)";85;59;24;72;43;29;0;13;2,2;
1012053;"Kamieńsk (3)";73;34;39;84;41;43;0;-11;-1,8;
1012054;"Kamieńsk - miasto (4)";48;19;29;42;15;27;0;6;2,1;
1012055;"Kamieńsk - obszar wiejski (5)";25;15;10;42;26;16;0;-17;-5,2;
1012062;"Kobiele Wielkie (2)";43;14;28;42;16;24;2;1;0,2;
1012072;"Kodrąb (2)";49;19;30;28;22;6;0;21;4,4;
1012082;"Lgota Wielka (2)";38;19;19;43;23;20;0;-5;-1,1;
1012092;"Ładzice (2)";52;30;22;42;21;21;0;10;2,0;
1012102;"Masłowice (2)";38;25;13;32;15;17;0;6;1,4;
1012113;"Przedbórz (3)";50;23;26;83;44;35;4;-33;-4,4;
1012114;"Przedbórz - miasto (4)";17;4;13;55;28;25;2;-38;-10,1;
1012115;"Przedbórz - obszar wiejski (5)";33;19;13;28;16;10;2;5;1,3;
1012122;"Radomsko (2)";61;35;26;70;39;31;0;-9;-1,6;
1012132;"Wielgomłyny (2)";30;15;15;53;35;18;0;-23;-4,7;
1012142;"Żytno (2)";66;45;19;87;51;35;1;-21;-3,8;
1013000;"Powiat rawski";398;207;187;493;255;237;1;-95;-1,9;
1013011;"Rawa Mazowiecka (1)";124;44;76;234;102;131;1;-110;-6,2;
1013023;"Biała Rawska (3)";78;40;38;86;43;43;0;-8;-0,7;
1013024;"Biała Rawska - miasto (4)";30;9;21;27;15;12;0;3;0,9;
1013025;"Biała Rawska - obszar wiejski (5)";48;31;17;59;28;31;0;-11;-1,3;
1013032;"Cielądz (2)";46;20;26;29;14;15;0;17;4,2;
1013042;"Rawa Mazowiecka (2)";98;69;29;87;52;35;0;11;1,3;
1013052;"Regnów (2)";16;7;9;10;7;3;0;6;3,3;
1013062;"Sadkowice (2)";36;27;9;47;37;10;0;-11;-2,0;
1014000;"Powiat sieradzki";1099;526;534;1352;627;685;40;-253;-2,1;
1014011;"Sieradz (1)";364;128;216;535;218;298;19;-171;-3,9;
1014023;"Błaszki (3)";127;52;68;183;80;90;13;-56;-3,7;
1014024;"Błaszki - miasto (4)";21;9;12;41;14;27;0;-20;-9,3;
1014025;"Błaszki - obszar wiejski (5)";106;43;56;142;66;63;13;-36;-2,8;
1014032;"Brąszewice (2)";60;33;19;45;14;31;0;15;3,4;
1014042;"Brzeźnio (2)";52;23;29;67;30;37;0;-15;-2,4;
1014052;"Burzenin (2)";57;35;22;50;28;22;0;7;1,2;
1014062;"Goszczanów (2)";30;16;14;53;13;39;1;-23;-4,0;
1014072;"Klonowa (2)";16;7;9;29;12;17;0;-13;-4,3;
1014082;"Sieradz (2)";146;117;29;78;51;27;0;68;6,9;
1014093;"Warta (3)";120;63;56;165;100;62;3;-45;-3,5;
1014094;"Warta - miasto (4)";45;13;32;41;21;20;0;4;1,2;
1014095;"Warta - obszar wiejski (5)";75;50;24;124;79;42;3;-49;-5,1;
1014102;"Wróblew (2)";69;36;30;59;38;17;4;10;1,6;
1014113;"Złoczew (3)";58;16;42;88;43;45;0;-30;-4,1;
1014114;"Złoczew - miasto (4)";23;6;17;36;19;17;0;-13;-3,8;
1014115;"Złoczew - obszar wiejski (5)";35;10;25;52;24;28;0;-17;-4,3;
1015000;"Powiat skierniewicki";377;233;142;334;182;150;2;43;1,1;
1015012;"Bolimów (2)";48;26;21;38;19;17;2;10;2,5;
1015022;"Głuchów (2)";20;4;16;54;28;26;0;-34;-5,7;
1015032;"Godzianów (2)";27;11;16;20;9;11;0;7;2,6;
1015042;"Kowiesy (2)";16;13;3;37;18;19;0;-21;-7,0;
1015052;"Lipce Reymontowskie (2)";20;8;12;28;10;18;0;-8;-2,4;
1015062;"Maków (2)";60;44;16;35;22;13;0;25;4,2;
1015072;"Nowy Kawęczyn (2)";51;25;26;27;17;10;0;24;7,3;
1015082;"Skierniewice (2)";119;91;27;70;49;21;0;49;7,2;
1015092;"Słupia (2)";16;11;5;25;10;15;0;-9;-3,4;
1016000;"Powiat tomaszowski";950;558;380;1149;555;564;30;-199;-1,7;
1016011;"Tomaszów Mazowiecki (1)";333;147;178;615;248;342;25;-282;-4,3;
1016022;"Będków (2)";17;8;9;38;15;21;2;-21;-6,0;
1016032;"Budziszewice (2)";22;9;13;8;3;5;0;14;6,4;
1016042;"Czerniewice (2)";37;19;17;41;20;21;0;-4;-0,8;
1016052;"Inowłódz (2)";53;42;9;42;32;9;1;11;2,9;
1016062;"Lubochnia (2)";82;50;32;131;87;42;2;-49;-6,4;
1016072;"Rokiciny (2)";86;65;21;41;23;18;0;45;7,5;
1016082;"Rzeczyca (2)";27;13;14;45;21;24;0;-18;-3,7;
1016092;"Tomaszów Mazowiecki (2)";190;142;48;96;67;29;0;94;9,3;
1016102;"Ujazd (2)";72;51;21;59;27;32;0;13;1,7;
1016112;"Żelechlinek (2)";31;12;18;33;12;21;0;-2;-0,6;
1017000;"Powiat wieluński";803;395;392;834;371;452;11;-31;-0,4;
1017012;"Biała (2)";62;29;32;48;26;22;0;14;2,5;
1017022;"Czarnożyły (2)";48;30;18;38;20;18;0;10;2,2;
1017032;"Konopnica (2)";34;16;17;40;31;9;0;-6;-1,6;
1017042;"Mokrsko (2)";63;34;25;38;15;22;1;25;4,6;
1017052;"Osjaków (2)";56;29;26;49;24;25;0;7;1,5;
1017062;"Ostrówek (2)";51;20;30;36;14;22;0;15;3,2;
1017072;"Pątnów (2)";57;27;30;53;19;34;0;4;0,6;
1017082;"Skomlin (2)";36;14;22;41;26;14;1;-5;-1,5;
1017093;"Wieluń (3)";341;173;162;426;163;256;7;-85;-2,6;
1017094;"Wieluń - miasto (4)";214;83;126;350;122;221;7;-136;-5,6;
1017095;"Wieluń - obszar wiejski (5)";127;90;36;76;41;35;0;51;6,0;
1017102;"Wierzchlas (2)";55;23;30;65;33;30;2;-10;-1,5;
1018000;"Powiat wieruszowski";397;176;213;412;160;242;10;-15;-0,4;
1018012;"Bolesławiec (2)";50;28;22;36;17;18;1;14;3,4;
1018022;"Czastary (2)";26;11;14;47;22;23;2;-21;-5,3;
1018032;"Galewice (2)";55;26;28;53;18;35;0;2;0,3;
1018042;"Lututów (2)";36;12;23;25;11;14;0;11;2,3;
1018052;"Łubnice (2)";34;11;22;36;12;24;0;-2;-0,5;
1018062;"Sokolniki (2)";35;17;16;43;14;28;1;-8;-1,6;
1018073;"Wieruszów (3)";161;71;88;172;66;100;6;-11;-0,8;
1018074;"Wieruszów - miasto (4)";90;26;62;122;37;81;4;-32;-3,7;
1018075;"Wieruszów - obszar wiejski (5)";71;45;26;50;29;19;2;21;3,8;
1019000;"Powiat zduńskowolski";585;334;235;613;319;287;7;-28;-0,4;
1019011;"Zduńska Wola (1)";275;111;151;374;147;223;4;-99;-2,2;
1019023;"Szadek (3)";88;51;36;89;55;33;1;-1;-0,1;
1019024;"Szadek - miasto (4)";37;16;21;18;11;7;0;19;9,5;
1019025;"Szadek - obszar wiejski (5)";51;35;15;71;44;26;1;-20;-3,8;
1019032;"Zapolice (2)";75;53;21;58;43;15;0;17;3,6;
1019042;"Zduńska Wola (2)";147;119;27;92;74;16;2;55;4,8;
1020000;"Powiat zgierski";2293;1846;420;1561;902;618;41;732;4,5;
1020011;"Głowno (1)";130;65;64;113;58;50;5;17;1,1;
1020021;"Ozorków (1)";139;71;67;175;81;87;7;-36;-1,8;
1020031;"Zgierz (1)";547;419;113;488;253;219;16;59;1,0;
1020043;"Aleksandrów Łódzki (3)";704;612;85;321;171;141;9;383;14,2;
1020044;"Aleksandrów Łódzki - miasto (4)";300;230;65;219;87;123;9;81;3,9;
1020045;"Aleksandrów Łódzki - obszar wiejski (5)";404;382;20;102;84;18;0;302;47,4;
1020052;"Głowno (2)";34;28;6;46;31;14;1;-12;-2,5;
1020062;"Ozorków (2)";105;87;18;74;56;18;0;31;4,6;
1020072;"Parzęczew (2)";66;50;15;128;88;39;1;-62;-12,4;
1020083;"Stryków (3)";166;144;21;116;82;32;2;50;4,1;
1020084;"Stryków - miasto (4)";35;24;11;43;23;19;1;-8;-2,2;
1020085;"Stryków - obszar wiejski (5)";131;120;10;73;59;13;1;58;6,7;
1020092;"Zgierz (2)";402;370;31;100;82;18;0;302;25,4;
1061000;"Powiat m. Łódź";3773;2215;1378;5411;2322;2764;325;-1638;-2,2;
1061011;"Łódź (1)";3773;2215;1378;5411;2322;2764;325;-1638;-2,2;
1062000;"Powiat m. Piotrków Trybunalski";465;204;247;713;290;401;22;-248;-3,2;
1062011;"Piotrków Trybunalski (1)";465;204;247;713;290;401;22;-248;-3,2;
1063000;"Powiat m. Skierniewice";350;163;176;464;221;222;21;-114;-2,3;
1063011;"Skierniewice (1)";350;163;176;464;221;222;21;-114;-2,3;
1200000;"MAŁOPOLSKIE";30627;17403;11468;28384;11335;14735;2314;2243;0,7;
1201000;"Powiat bocheński";919;491;394;795;342;427;26;124;1,2;
1201011;"Bochnia (1)";237;102;129;270;93;161;16;-33;-1,1;
1201022;"Bochnia (2)";210;149;57;152;84;67;1;58;3,1;
1201032;"Drwinia (2)";38;16;21;45;23;20;2;-7;-1,1;
1201042;"Lipnica Murowana (2)";41;27;13;43;10;33;0;-2;-0,4;
1201052;"Łapanów (2)";66;28;38;60;21;39;0;6;0,8;
1201063;"Nowy Wiśnicz (3)";128;59;54;76;45;26;5;52;4,0;
1201064;"Nowy Wiśnicz - miasto (4)";31;8;21;18;11;5;2;13;4,7;
1201065;"Nowy Wiśnicz - obszar wiejski (5)";97;51;33;58;34;21;3;39;3,8;
1201072;"Rzezawa (2)";98;65;32;71;34;36;1;27;2,5;
1201082;"Trzciana (2)";44;22;21;47;17;30;0;-3;-0,6;
1201092;"Żegocina (2)";57;23;29;31;15;15;1;26;5,2;
1202000;"Powiat brzeski";822;395;360;802;316;430;56;20;0,2;
1202012;"Borzęcin (2)";57;32;23;62;16;46;0;-5;-0,6;
1202023;"Brzesko (3)";352;178;151;402;155;223;24;-50;-1,4;
1202024;"Brzesko - miasto (4)";160;55;96;273;84;171;18;-113;-6,7;
1202025;"Brzesko - obszar wiejski (5)";192;123;55;129;71;52;6;63;3,4;
1202033;"Czchów (3)";97;44;40;81;28;52;1;16;1,7;
1202034;"Czchów - miasto (4)";28;7;18;20;6;14;0;8;3,6;
1202035;"Czchów - obszar wiejski (5)";69;37;22;61;22;38;1;8;1,1;
1202042;"Dębno (2)";115;44;62;80;43;36;1;35;2,5;
1202052;"Gnojnik (2)";69;32;35;45;32;11;2;24;3,2;
1202062;"Iwkowa (2)";44;24;20;48;16;29;3;-4;-0,6;
1202072;"Szczurowa (2)";88;41;29;84;26;33;25;4;0,4;
1203000;"Powiat chrzanowski";1157;786;316;1294;652;529;113;-137;-1,1;
1203013;"Alwernia (3)";137;83;51;115;50;63;2;22;1,7;
1203014;"Alwernia - miasto (4)";33;10;23;51;20;31;0;-18;-5,4;
1203015;"Alwernia - obszar wiejski (5)";104;73;28;64;30;32;2;40;4,3;
1203022;"Babice (2)";85;55;28;47;23;23;1;38;4,3;
1203033;"Chrzanów (3)";405;271;110;585;305;222;58;-180;-3,6;
1203034;"Chrzanów - miasto (4)";311;194;96;507;246;204;57;-196;-5,0;
1203035;"Chrzanów - obszar wiejski (5)";94;77;14;78;59;18;1;16;1,6;
1203043;"Libiąż (3)";168;113;42;262;120;99;43;-94;-4,1;
1203044;"Libiąż - miasto (4)";116;72;33;209;93;82;34;-93;-5,3;
1203045;"Libiąż - obszar wiejski (5)";52;41;9;53;27;17;9;-1;-0,2;
1203053;"Trzebinia (3)";362;264;85;285;154;122;9;77;2,3;
1203054;"Trzebinia - miasto (4)";203;145;51;210;97;105;8;-7;-0,3;
1203055;"Trzebinia - obszar wiejski (5)";159;119;34;75;57;17;1;84;6,0;
1204000;"Powiat dąbrowski";474;136;287;426;175;236;15;48;0,8;
1204012;"Bolesław (2)";26;9;14;10;8;1;1;16;5,6;
1204023;"Dąbrowa Tarnowska (3)";192;44;121;159;58;91;10;33;1,6;
1204024;"Dąbrowa Tarnowska - miasto (4)";120;16;92;75;20;48;7;45;4,0;
1204025;"Dąbrowa Tarnowska - obszar wiejski (5)";72;28;29;84;38;43;3;-12;-1,4;
1204032;"Gręboszów (2)";31;10;15;25;9;16;0;6;1,7;
1204042;"Mędrzechów (2)";39;15;19;28;19;9;0;11;3,0;
1204052;"Olesno (2)";64;21;41;52;25;25;2;12;1,6;
1204062;"Radgoszcz (2)";43;9;29;62;16;44;2;-19;-2,6;
1204072;"Szczucin (2)";79;28;48;90;40;50;0;-11;-0,8;
1205000;"Powiat gorlicki";936;368;531;1053;444;539;70;-117;-1,1;
1205011;"Gorlice (1)";249;61;172;330;91;209;30;-81;-2,9;
1205023;"Biecz (3)";118;47;69;154;87;46;21;-36;-2,1;
1205024;"Biecz - miasto (4)";40;11;28;48;18;19;11;-8;-1,8;
1205025;"Biecz - obszar wiejski (5)";78;36;41;106;69;27;10;-28;-2,3;
1205032;"Bobowa (2)";77;23;50;104;34;67;3;-27;-2,9;
1205042;"Gorlice (2)";184;102;81;171;101;67;3;13;0,8;
1205052;"Lipinki (2)";64;32;30;66;26;38;2;-2;-0,3;
1205062;"Łużna (2)";63;18;45;58;28;28;2;5;0,6;
1205072;"Moszczenica (2)";28;8;19;47;18;26;3;-19;-4,0;
1205082;"Ropa (2)";57;30;26;36;21;11;4;21;4,1;
1205092;"Sękowa (2)";42;26;16;45;24;21;0;-3;-0,6;
1205102;"Uście Gorlickie (2)";54;21;23;42;14;26;2;12;1,9;
1206000;"Powiat krakowski";3806;2937;792;1870;882;910;78;1936;7,8;
1206012;"Czernichów (2)";174;129;39;64;35;27;2;110;8,5;
1206022;"Igołomia-Wawrzeńczyce (2)";57;46;8;39;16;15;8;18;2,4;
1206032;"Iwanowice (2)";111;79;31;49;25;23;1;62;7,3;
1206042;"Jerzmanowice-Przeginia (2)";68;47;20;46;18;25;3;22;2,1;
1206052;"Kocmyrzów-Luborzyca (2)";218;178;35;98;40;47;11;120;8,9;
1206063;"Krzeszowice (3)";385;251;123;252;130;109;13;133;4,2;
1206064;"Krzeszowice - miasto (4)";128;63;60;110;34;67;9;18;1,8;
1206065;"Krzeszowice - obszar wiejski (5)";257;188;63;142;96;42;4;115;5,3;
1206072;"Liszki (2)";158;112;41;62;26;31;5;96;6,1;
1206082;"Michałowice (2)";193;150;41;77;41;35;1;116;14,2;
1206092;"Mogilany (2)";219;183;26;121;50;61;10;98;8,5;
1206103;"Skała (3)";134;96;38;68;19;49;0;66;6,8;
1206104;"Skała - miasto (4)";24;15;9;42;4;38;0;-18;-4,9;
1206105;"Skała - obszar wiejski (5)";110;81;29;26;15;11;0;84;13,9;
1206113;"Skawina (3)";464;339;116;422;167;245;10;42;1,0;
1206114;"Skawina - miasto (4)";260;177;76;293;102;183;8;-33;-1,4;
1206115;"Skawina - obszar wiejski (5)";204;162;40;129;65;62;2;75;4,2;
1206123;"Słomniki (3)";140;80;55;114;53;58;3;26;1,9;
1206124;"Słomniki - miasto (4)";50;27;20;51;21;29;1;-1;-0,2;
1206125;"Słomniki - obszar wiejski (5)";90;53;35;63;32;29;2;27;2,9;
1206132;"Sułoszowa (2)";37;21;15;37;16;21;0;0;0,0;
1206143;"Świątniki Górne (3)";118;90;25;71;35;28;8;47;5,4;
1206144;"Świątniki Górne - miasto (4)";41;30;9;21;7;11;3;20;9,4;
1206145;"Świątniki Górne - obszar wiejski (5)";77;60;16;50;28;17;5;27;4,1;
1206152;"Wielka Wieś (2)";208;179;28;65;42;22;1;143;14,8;
1206162;"Zabierzów (2)";445;373;66;173;97;75;1;272;11,9;
1206172;"Zielonki (2)";677;584;85;112;72;39;1;565;34,3;
1207000;"Powiat limanowski";864;351;481;957;380;534;43;-93;-0,8;
1207011;"Limanowa (1)";121;36;79;160;65;76;19;-39;-2,6;
1207021;"Mszana Dolna (1)";37;12;23;78;21;56;1;-41;-5,4;
1207032;"Dobra (2)";64;24;35;79;23;51;5;-15;-1,6;
1207042;"Jodłownik (2)";49;18;31;52;19;31;2;-3;-0,4;
1207052;"Kamienica (2)";34;11;18;36;10;25;1;-2;-0,3;
1207062;"Laskowa (2)";64;27;37;59;27;32;0;5;0,7;
1207072;"Limanowa (2)";177;87;88;177;83;94;0;0;0,0;
1207082;"Łukowica (2)";64;21;40;55;25;25;5;9;1,0;
1207092;"Mszana Dolna (2)";119;56;58;125;43;80;2;-6;-0,4;
1207102;"Niedźwiedź (2)";48;22;24;43;23;16;4;5;0,7;
1207112;"Słopnice (2)";34;12;22;51;17;33;1;-17;-2,8;
1207122;"Tymbark (2)";53;25;26;42;24;15;3;11;1,7;
1208000;"Powiat miechowski";410;189;217;491;264;205;22;-81;-1,6;
1208012;"Charsznica (2)";70;32;38;61;38;20;3;9;1,2;
1208022;"Gołcza (2)";39;15;24;50;21;29;0;-11;-1,8;
1208032;"Kozłów (2)";35;20;15;43;23;20;0;-8;-1,6;
1208042;"Książ Wielki (2)";47;32;14;64;45;19;0;-17;-3,1;
1208053;"Miechów (3)";177;71;106;210;98;99;13;-33;-1,7;
1208054;"Miechów - miasto (4)";102;28;74;140;55;72;13;-38;-3,3;
1208055;"Miechów - obszar wiejski (5)";75;43;32;70;43;27;0;5;0,6;
1208062;"Racławice (2)";21;10;10;12;6;6;0;9;3,6;
1208072;"Słaboszów (2)";21;9;10;51;33;12;6;-30;-7,9;
1209000;"Powiat myślenicki";1221;704;482;908;341;506;61;313;2,6;
1209013;"Dobczyce (3)";167;99;63;137;37;95;5;30;2,1;
1209014;"Dobczyce - miasto (4)";67;36;28;98;19;77;2;-31;-5,0;
1209015;"Dobczyce - obszar wiejski (5)";100;63;35;39;18;18;3;61;7,6;
1209022;"Lubień (2)";120;63;56;64;27;30;7;56;5,9;
1209033;"Myślenice (3)";472;290;175;337;160;154;23;135;3,3;
1209034;"Myślenice - miasto (4)";169;88;77;180;72;96;12;-11;-0,6;
1209035;"Myślenice - obszar wiejski (5)";303;202;98;157;88;58;11;146;6,3;
1209042;"Pcim (2)";109;59;44;73;15;55;3;36;3,4;
1209052;"Raciechowice (2)";53;28;20;37;14;23;0;16;2,7;
1209062;"Siepraw (2)";59;34;24;45;11;29;5;14;1,8;
