"Kod";"Nazwa";"zameldowania ogółem;ogółem;2023;[osoba]";"zameldowania z miast;ogółem;2023;[osoba]";"zameldowania ze wsi;ogółem;2023;[osoba]";"wymeldowania ogółem;ogółem;2023;[osoba]";"wymeldowania do miast;ogółem;2023;[osoba]";"wymeldowania na wieś;ogółem;2023;[osoba]";"saldo migracji;ogółem;2023;[osoba]";"saldo migracji na 1000 ludności;ogółem;2023;[osoba]";
1602022;"Branice (2)";59;36;16;70;52;18;-11;-1,8;
1602033;"Głubczyce (3)";187;91;90;222;127;94;-35;-1,7;
1602034;"Głubczyce - miasto (4)";77;16;61;139;58;80;-62;-5,3;
1602035;"Głubczyce - obszar wiejski (5)";110;75;29;83;69;14;27;2,9;
1602043;"Kietrz (3)";61;28;32;122;71;51;-61;-6,1;
1602044;"Kietrz - miasto (4)";31;8;22;67;33;34;-36;-6,6;
1602045;"Kietrz - obszar wiejski (5)";30;20;10;55;38;17;-25;-5,5;
1603000;"Powiat kędzierzyńsko-kozielski";720;422;252;1033;422;414;-313;-3,6;
1603011;"Kędzierzyn-Koźle (1)";294;144;123;691;276;280;-397;-7,2;
1603022;"Bierawa (2)";119;86;29;69;40;17;50;6,7;
1603032;"Cisek (2)";69;43;20;56;17;23;13;2,4;
1603042;"Pawłowiczki (2)";84;32;48;77;32;38;7;1,0;
1603052;"Polska Cerekiew (2)";26;16;7;65;17;22;-39;-10,4;
1603062;"Reńska Wieś (2)";128;101;25;75;40;34;53;6,5;
1604000;"Powiat kluczborski";600;323;250;840;365;422;-240;-3,9;
1604013;"Byczyna (3)";67;29;32;133;67;63;-66;-7,6;
1604014;"Byczyna - miasto (4)";30;10;17;42;22;18;-12;-3,6;
1604015;"Byczyna - obszar wiejski (5)";37;19;15;91;45;45;-54;-10,2;
1604023;"Kluczbork (3)";370;209;148;467;187;234;-97;-2,8;
1604024;"Kluczbork - miasto (4)";177;60;110;333;110;195;-156;-7,1;
1604025;"Kluczbork - obszar wiejski (5)";193;149;38;134;77;39;59;4,9;
1604032;"Lasowice Wielkie (2)";48;24;19;59;24;35;-11;-1,7;
1604043;"Wołczyn (3)";115;61;51;181;87;90;-66;-5,4;
1604044;"Wołczyn - miasto (4)";44;16;26;83;24;56;-39;-7,3;
1604045;"Wołczyn - obszar wiejski (5)";71;45;25;98;63;34;-27;-3,9;
1605000;"Powiat krapkowicki";532;296;213;638;287;275;-106;-1,8;
1605013;"Gogolin (3)";189;121;62;152;56;49;37;3,2;
1605014;"Gogolin - miasto (4)";111;73;35;80;26;28;31;4,8;
1605015;"Gogolin - obszar wiejski (5)";78;48;27;72;30;21;6;1,1;
1605023;"Krapkowice (3)";177;97;78;232;119;105;-55;-2,6;
1605024;"Krapkowice - miasto (4)";100;47;52;184;97;83;-84;-5,5;
1605025;"Krapkowice - obszar wiejski (5)";77;50;26;48;22;22;29;4,7;
1605032;"Strzeleczki (2)";55;17;31;32;12;20;23;3,2;
1605042;"Walce (2)";35;17;17;59;18;24;-24;-4,7;
1605053;"Zdzieszowice (3)";76;44;25;163;82;77;-87;-6,1;
1605054;"Zdzieszowice - miasto (4)";50;22;21;130;68;58;-80;-7,8;
1605055;"Zdzieszowice - obszar wiejski (5)";26;22;4;33;14;19;-7;-1,8;
1606000;"Powiat namysłowski";542;255;267;533;241;257;9;0,2;
1606012;"Domaszowice (2)";65;27;37;45;23;20;20;5,8;
1606023;"Namysłów (3)";349;170;168;326;142;179;23;0,9;
1606024;"Namysłów - miasto (4)";179;63;112;211;79;131;-32;-1,9;
1606025;"Namysłów - obszar wiejski (5)";170;107;56;115;63;48;55;5,8;
1606032;"Pokój (2)";31;10;16;72;16;28;-41;-8,2;
1606042;"Świerczów (2)";36;18;15;38;21;17;-2;-0,6;
1606052;"Wilków (2)";61;30;31;52;39;13;9;2,2;
1607000;"Powiat nyski";1334;711;559;1637;823;736;-303;-2,4;
1607013;"Głuchołazy (3)";215;123;79;259;156;98;-44;-2,0;
1607014;"Głuchołazy - miasto (4)";84;25;53;127;52;71;-43;-3,4;
1607015;"Głuchołazy - obszar wiejski (5)";131;98;26;132;104;27;-1;-0,1;
1607022;"Kamiennik (2)";38;12;23;55;30;25;-17;-5,4;
1607033;"Korfantów (3)";92;48;40;134;60;61;-42;-5,0;
1607034;"Korfantów - miasto (4)";25;12;10;37;12;20;-12;-7,1;
1607035;"Korfantów - obszar wiejski (5)";67;36;30;97;48;41;-30;-4,5;
1607042;"Łambinowice (2)";53;26;19;84;39;40;-31;-4,3;
1607053;"Nysa (3)";579;290;266;616;295;311;-37;-0,7;
1607054;"Nysa - miasto (4)";336;119;202;483;204;269;-147;-3,6;
1607055;"Nysa - obszar wiejski (5)";243;171;64;133;91;42;110;8,4;
1607063;"Otmuchów (3)";174;97;69;205;86;77;-31;-2,4;
1607064;"Otmuchów - miasto (4)";78;41;30;100;43;45;-22;-3,5;
1607065;"Otmuchów - obszar wiejski (5)";96;56;39;105;43;32;-9;-1,4;
1607073;"Paczków (3)";96;71;22;141;71;69;-45;-3,9;
1607074;"Paczków - miasto (4)";34;20;13;96;37;58;-62;-9,3;
1607075;"Paczków - obszar wiejski (5)";62;51;9;45;34;11;17;3,5;
1607082;"Pakosławice (2)";34;11;21;64;41;23;-30;-9,0;
1607092;"Skoroszyce (2)";53;33;20;79;45;32;-26;-4,4;
1608000;"Powiat oleski";494;213;244;662;307;324;-168;-2,7;
1608013;"Dobrodzień (3)";73;28;37;76;39;29;-3;-0,3;
1608014;"Dobrodzień - miasto (4)";28;13;11;40;18;18;-12;-3,5;
1608015;"Dobrodzień - obszar wiejski (5)";45;15;26;36;21;11;9;1,6;
1608023;"Gorzów Śląski (3)";61;26;33;81;32;42;-20;-2,9;
1608024;"Gorzów Śląski - miasto (4)";32;16;15;19;10;6;13;5,4;
1608025;"Gorzów Śląski - obszar wiejski (5)";29;10;18;62;22;36;-33;-7,3;
1608033;"Olesno (3)";144;52;77;147;75;72;-3;-0,2;
1608034;"Olesno - miasto (4)";65;20;38;70;38;32;-5;-0,6;
1608035;"Olesno - obszar wiejski (5)";79;32;39;77;37;40;2;0,2;
1608043;"Praszka (3)";114;57;48;200;94;104;-86;-6,7;
1608044;"Praszka - miasto (4)";42;15;24;132;63;67;-90;-12,6;
1608045;"Praszka - obszar wiejski (5)";72;42;24;68;31;37;4;0,7;
1608052;"Radłów (2)";26;10;16;40;14;18;-14;-3,4;
1608062;"Rudniki (2)";52;23;27;83;44;39;-31;-4,0;
1608072;"Zębowice (2)";24;17;6;35;9;20;-11;-3,2;
1609000;"Powiat opolski";1655;1053;526;1140;536;486;515;4,3;
1609012;"Chrząstowice (2)";173;132;35;64;24;20;109;15,3;
1609022;"Dąbrowa (2)";114;76;34;86;50;34;28;3,4;
1609032;"Dobrzeń Wielki (2)";125;83;34;116;48;32;9;1,0;
1609042;"Komprachcice (2)";170;112;42;76;42;13;94;10,1;
1609052;"Łubniany (2)";126;80;40;71;42;29;55;5,5;
1609062;"Murów (2)";46;26;14;63;33;17;-17;-3,4;
1609073;"Niemodlin (3)";125;70;50;130;66;61;-5;-0,4;
1609074;"Niemodlin - miasto (4)";36;13;21;78;34;42;-42;-7,1;
1609075;"Niemodlin - obszar wiejski (5)";89;57;29;52;32;19;37;5,5;
1609083;"Ozimek (3)";228;144;78;205;81;121;23;1,2;
1609084;"Ozimek - miasto (4)";72;28;43;129;42;85;-57;-7,1;
1609085;"Ozimek - obszar wiejski (5)";156;116;35;76;39;36;80;7,6;
1609092;"Popielów (2)";43;12;27;59;23;19;-16;-2,1;
1609112;"Tarnów Opolski (2)";81;47;31;59;36;21;22;2,3;
1609132;"Turawa (2)";164;110;48;78;33;44;86;8,7;
1610000;"Powiat prudnicki";403;171;203;625;297;258;-222;-4,3;
1610013;"Biała (3)";68;27;38;101;26;53;-33;-3,3;
1610014;"Biała - miasto (4)";10;6;4;24;9;12;-14;-6,2;
1610015;"Biała - obszar wiejski (5)";58;21;34;77;17;41;-19;-2,5;
1610023;"Głogówek (3)";98;32;57;178;75;63;-80;-6,4;
1610024;"Głogówek - miasto (4)";41;8;27;94;37;32;-53;-9,7;
1610025;"Głogówek - obszar wiejski (5)";57;24;30;84;38;31;-27;-3,8;
1610032;"Lubrza (2)";53;31;18;40;26;8;13;3,1;
1610043;"Prudnik (3)";184;81;90;306;170;134;-122;-4,9;
1610044;"Prudnik - miasto (4)";127;39;78;222;109;111;-95;-5,0;
1610045;"Prudnik - obszar wiejski (5)";57;42;12;84;61;23;-27;-4,6;
1611000;"Powiat strzelecki";673;325;313;860;361;357;-187;-2,6;
1611012;"Izbicko (2)";40;19;19;56;20;34;-16;-3,0;
1611022;"Jemielnica (2)";82;39;36;55;24;13;27;3,8;
1611033;"Kolonowskie (3)";59;27;26;49;31;18;10;1,8;
1611034;"Kolonowskie - miasto (4)";39;15;23;22;9;13;17;5,3;
1611035;"Kolonowskie - obszar wiejski (5)";20;12;3;27;22;5;-7;-2,8;
1611043;"Leśnica (3)";70;47;21;118;47;33;-48;-6,4;
1611044;"Leśnica - miasto (4)";38;24;12;41;16;8;-3;-1,2;
1611045;"Leśnica - obszar wiejski (5)";32;23;9;77;31;25;-45;-9,2;
1611053;"Strzelce Opolskie (3)";303;128;163;406;166;184;-103;-3,5;
1611054;"Strzelce Opolskie - miasto (4)";162;43;111;246;94;129;-84;-4,9;
1611055;"Strzelce Opolskie - obszar wiejski (5)";141;85;52;160;72;55;-19;-1,6;
1611063;"Ujazd (3)";60;28;31;52;22;30;8;1,3;
1611064;"Ujazd - miasto (4)";19;11;8;5;2;3;14;7,8;
1611065;"Ujazd - obszar wiejski (5)";41;17;23;47;20;27;-6;-1,3;
1611073;"Zawadzkie (3)";59;37;17;124;51;45;-65;-6,2;
1611074;"Zawadzkie - miasto (4)";32;18;11;88;31;37;-56;-8,7;
1611075;"Zawadzkie - obszar wiejski (5)";27;19;6;36;20;8;-9;-2,2;
1661000;"Powiat m. Opole";1215;556;538;1226;468;723;-11;-0,1;
1661011;"Opole (1)";1215;556;538;1226;468;723;-11;-0,1;
1800000;"PODKARPACKIE";19475;8741;9824;21807;10455;10774;-2332;-1,1;
1801000;"Powiat bieszczadzki";170;83;77;249;124;120;-79;-3,8;
1801032;"Czarna (2)";19;8;10;35;20;15;-16;-6,8;
1801052;"Lutowiska (2)";8;4;4;19;13;6;-11;-5,6;
1801083;"Ustrzyki Dolne (3)";143;71;63;195;91;99;-52;-3,2;
1801084;"Ustrzyki Dolne - miasto (4)";55;14;35;128;41;82;-73;-8,6;
1801085;"Ustrzyki Dolne - obszar wiejski (5)";88;57;28;67;50;17;21;2,7;
1802000;"Powiat brzozowski";433;166;238;683;292;380;-250;-3,9;
1802013;"Brzozów (3)";193;85;97;265;100;161;-72;-2,8;
1802014;"Brzozów - miasto (4)";68;14;50;120;37;79;-52;-7,2;
1802015;"Brzozów - obszar wiejski (5)";125;71;47;145;63;82;-20;-1,1;
1802022;"Domaradz (2)";37;15;22;75;26;48;-38;-6,5;
1802032;"Dydnia (2)";27;11;10;68;45;23;-41;-5,4;
1802042;"Haczów (2)";76;25;49;93;38;54;-17;-1,9;
1802052;"Jasienica Rosielna (2)";53;11;40;79;27;50;-26;-3,4;
1802062;"Nozdrzec (2)";47;19;20;103;56;44;-56;-7,4;
1803000;"Powiat dębicki";1225;561;612;1402;621;745;-177;-1,3;
1803011;"Dębica (1)";352;99;224;594;189;379;-242;-5,6;
1803032;"Czarna (2)";116;67;44;96;44;52;20;1,5;
1803042;"Dębica (2)";266;149;113;224;145;78;42;1,6;
1803052;"Jodłowa (2)";21;12;9;30;18;12;-9;-1,7;
1803063;"Pilzno (3)";180;69;103;193;96;90;-13;-0,7;
1803064;"Pilzno - miasto (4)";55;15;36;53;29;23;2;0,4;
1803065;"Pilzno - obszar wiejski (5)";125;54;67;140;67;67;-15;-1,1;
1803072;"Żyraków (2)";181;119;59;144;78;65;37;2,6;
1804000;"Powiat jarosławski";953;387;527;1276;631;624;-323;-2,8;
1804011;"Jarosław (1)";296;81;204;435;195;233;-139;-3,9;
1804021;"Radymno (1)";27;10;16;83;45;37;-56;-11,2;
1804032;"Chłopice (2)";24;10;14;42;17;25;-18;-3,4;
1804042;"Jarosław (2)";125;74;43;149;75;74;-24;-1,8;
1804052;"Laszki (2)";34;4;30;62;30;31;-28;-4,3;
1804062;"Pawłosiów (2)";88;49;35;104;56;44;-16;-1,9;
1804082;"Radymno (2)";85;45;33;107;51;55;-22;-2,0;
1804092;"Rokietnica (2)";47;15;30;35;13;20;12;2,9;
1804102;"Roźwienica (2)";46;22;22;79;47;27;-33;-5,3;
1804112;"Wiązownica (2)";137;62;73;81;45;36;56;4,8;
1805000;"Powiat jasielski";800;287;475;1075;552;509;-275;-2,5;
1805011;"Jasło (1)";224;39;171;334;139;193;-110;-3,3;
1805022;"Brzyska (2)";42;13;28;58;23;29;-16;-2,5;
1805032;"Dębowiec (2)";86;36;48;95;50;45;-9;-1,0;
1805042;"Jasło (2)";148;81;63;129;95;33;19;1,2;
1805062;"Krempna (2)";12;4;6;27;8;19;-15;-8,8;
1805072;"Nowy Żmigród (2)";47;15;30;95;54;41;-48;-5,5;
1805082;"Osiek Jasielski (2)";55;16;37;54;21;29;1;0,2;
1805092;"Skołyszyn (2)";70;33;29;113;67;46;-43;-3,6;
1805112;"Tarnowiec (2)";69;31;36;81;47;34;-12;-1,3;
1806000;"Powiat kolbuszowski";447;190;227;548;251;274;-101;-1,6;
1806012;"Cmolas (2)";91;31;55;62;24;38;29;3,6;
1806023;"Kolbuszowa (3)";155;71;74;217;107;109;-62;-2,6;
1806024;"Kolbuszowa - miasto (4)";55;19;33;114;48;65;-59;-6,9;
1806025;"Kolbuszowa - obszar wiejski (5)";100;52;41;103;59;44;-3;-0,2;
1806032;"Majdan Królewski (2)";51;25;23;89;52;28;-38;-4,0;
1806042;"Niwiska (2)";50;20;28;44;9;35;6;1,0;
1806052;"Raniżów (2)";73;35;31;68;41;25;5;0,7;
1806062;"Dzikowiec (2)";27;8;16;68;18;39;-41;-6,5;
1807000;"Powiat krośnieński";952;464;449;1140;575;528;-188;-1,7;
1807012;"Chorkówka (2)";153;75;74;126;60;59;27;2,0;
1807023;"Dukla (3)";125;76;46;151;64;86;-26;-1,9;
1807024;"Dukla - miasto (4)";25;12;12;34;9;25;-9;-4,6;
1807025;"Dukla - obszar wiejski (5)";100;64;34;117;55;61;-17;-1,4;
1807033;"Iwonicz-Zdrój (3)";45;18;27;128;54;64;-83;-8,1;
1807034;"Iwonicz-Zdrój - miasto (4)";13;6;7;26;19;7;-13;-8,4;
1807035;"Iwonicz-Zdrój - obszar wiejski (5)";32;12;20;102;35;57;-70;-8,0;
1807043;"Jedlicze (3)";117;58;53;160;83;77;-43;-2,9;
1807044;"Jedlicze - miasto (4)";48;22;21;62;34;28;-14;-2,5;
1807045;"Jedlicze - obszar wiejski (5)";69;36;32;98;49;49;-29;-3,1;
1807052;"Korczyna (2)";96;43;50;98;60;38;-2;-0,2;
1807062;"Krościenko Wyżne (2)";41;21;17;55;34;21;-14;-2,6;
1807072;"Miejsce Piastowe (2)";151;77;71;135;76;59;16;1,2;
1807083;"Rymanów (3)";104;33;66;177;72;86;-73;-4,8;
1807084;"Rymanów - miasto (4)";24;13;9;46;22;21;-22;-6,2;
1807085;"Rymanów - obszar wiejski (5)";80;20;57;131;50;65;-51;-4,4;
1807092;"Wojaszówka (2)";105;56;38;93;59;34;12;1,3;
1808000;"Powiat leżajski";582;245;303;820;363;396;-238;-3,6;
1808011;"Leżajsk (1)";114;32;75;231;111;98;-117;-9,2;
1808022;"Grodzisko Dolne (2)";48;9;37;72;29;43;-24;-3,1;
1808032;"Kuryłówka (2)";48;18;26;53;23;30;-5;-0,9;
1808042;"Leżajsk (2)";191;87;86;237;107;91;-46;-2,3;
1808053;"Nowa Sarzyna (3)";181;99;79;227;93;134;-46;-2,2;
1808054;"Nowa Sarzyna - miasto (4)";31;10;20;126;43;83;-95;-17,4;
1808055;"Nowa Sarzyna - obszar wiejski (5)";150;89;59;101;50;51;49;3,2;
1809000;"Powiat lubaczowski";384;172;188;614;328;281;-230;-4,4;
1809011;"Lubaczów (1)";62;16;43;143;77;65;-81;-7,1;
1809023;"Cieszanów (3)";46;14;30;76;40;36;-30;-4,4;
1809024;"Cieszanów - miasto (4)";16;2;14;30;12;18;-14;-7,7;
1809025;"Cieszanów - obszar wiejski (5)";30;12;16;46;28;18;-16;-3,2;
1809032;"Horyniec-Zdrój (2)";25;9;14;57;29;28;-32;-7,4;
1809042;"Lubaczów (2)";93;56;33;92;58;34;1;0,1;
1809053;"Narol (3)";85;48;35;89;41;46;-4;-0,5;
1809054;"Narol - miasto (4)";22;9;12;36;13;22;-14;-7,0;
1809055;"Narol - obszar wiejski (5)";63;39;23;53;28;24;10;1,8;
1809063;"Oleszyce (3)";45;18;19;85;51;32;-40;-6,6;
1809064;"Oleszyce - miasto (4)";18;5;12;43;23;19;-25;-8,9;
1809065;"Oleszyce - obszar wiejski (5)";27;13;7;42;28;13;-15;-4,6;
1809072;"Stary Dzików (2)";19;9;8;36;18;18;-17;-4,2;
1809082;"Wielkie Oczy (2)";9;2;6;36;14;22;-27;-7,4;
1810000;"Powiat łańcucki";867;368;469;700;321;377;167;2,1;
1810011;"Łańcut (1)";276;110;152;179;74;105;97;5,5;
1810022;"Białobrzegi (2)";81;23;57;60;25;34;21;2,4;
1810032;"Czarna (2)";130;67;58;100;40;60;30;2,5;
1810042;"Łańcut (2)";212;114;92;193;100;92;19;0,9;
1810052;"Markowa (2)";56;14;38;60;33;27;-4;-0,6;
1810062;"Rakszawa (2)";56;25;31;76;32;44;-20;-2,7;
1810072;"Żołynia (2)";56;15;41;32;17;15;24;3,4;
1811000;"Powiat mielecki";1101;478;548;1266;584;675;-165;-1,2;
1811011;"Mielec (1)";340;104;200;593;238;351;-253;-4,4;
1811022;"Borowa (2)";19;11;8;52;24;28;-33;-6,3;
1811032;"Czermin (2)";56;25;28;60;32;28;-4;-0,6;
1811042;"Gawłuszowice (2)";19;8;11;14;4;10;5;1,8;
1811052;"Mielec (2)";206;139;54;142;73;68;64;4,7;
1811062;"Padew Narodowa (2)";44;17;23;31;21;10;13;2,5;
1811083;"Radomyśl Wielki (3)";134;51;79;130;66;64;4;0,3;
1811084;"Radomyśl Wielki - miasto (4)";49;11;38;30;9;21;19;5,6;
1811085;"Radomyśl Wielki - obszar wiejski (5)";85;40;41;100;57;43;-15;-1,4;
1811092;"Tuszów Narodowy (2)";68;41;25;82;45;36;-14;-1,7;
1811102;"Wadowice Górne (2)";74;21;50;70;34;36;4;0,5;
1812000;"Powiat niżański";601;269;293;724;355;344;-123;-1,9;
1812012;"Harasiuki (2)";45;20;24;82;35;47;-37;-6,4;
1812022;"Jarocin (2)";53;17;34;50;32;18;3;0,6;
1812032;"Jeżowe (2)";74;18;47;70;33;37;4;0,4;
1812042;"Krzeszów (2)";24;9;15;34;21;13;-10;-2,4;
1812053;"Nisko (3)";236;120;99;300;143;139;-64;-3,0;
1812054;"Nisko - miasto (4)";144;57;74;233;100;118;-89;-6,1;
1812055;"Nisko - obszar wiejski (5)";92;63;25;67;43;21;25;3,7;
1812063;"Rudnik nad Sanem (3)";111;60;44;115;50;60;-4;-0,4;
1812064;"Rudnik nad Sanem - miasto (4)";59;23;32;70;24;43;-11;-1,7;
1812065;"Rudnik nad Sanem - obszar wiejski (5)";52;37;12;45;26;17;7;2,0;
1812073;"Ulanów (3)";58;25;30;73;41;30;-15;-1,9;
1812074;"Ulanów - miasto (4)";7;3;2;16;8;8;-9;-6,6;
1812075;"Ulanów - obszar wiejski (5)";51;22;28;57;33;22;-6;-0,9;
1813000;"Powiat przemyski";717;386;304;815;444;357;-98;-1,4;
1813012;"Bircza (2)";28;16;10;57;31;26;-29;-4,9;
1813032;"Fredropol (2)";73;37;34;60;34;26;13;2,5;
1813042;"Krasiczyn (2)";69;40;27;65;33;31;4;0,8;
1813052;"Krzywcza (2)";32;13;19;58;31;24;-26;-5,8;
1813062;"Medyka (2)";78;30;47;47;27;19;31;5,0;
1813072;"Orły (2)";64;27;34;83;39;44;-19;-2,2;
1813082;"Przemyśl (2)";175;106;61;141;76;56;34;3,2;
1813092;"Stubno (2)";30;10;17;52;24;28;-22;-6,0;
1813102;"Żurawica (2)";103;66;34;162;97;65;-59;-4,7;
1814000;"Powiat przeworski";667;235;411;807;391;396;-140;-1,8;
1814011;"Przeworsk (1)";104;24;78;155;70;85;-51;-3,5;
1814022;"Adamówka (2)";24;10;14;40;16;14;-16;-4,0;
1814032;"Gać (2)";60;15;42;52;31;21;8;1,8;
1814042;"Jawornik Polski (2)";43;19;22;38;25;13;5;1,2;
1814053;"Kańczuga (3)";119;50;68;153;74;78;-34;-2,9;
1814054;"Kańczuga - miasto (4)";41;19;22;50;22;28;-9;-3,1;
1814055;"Kańczuga - obszar wiejski (5)";78;31;46;103;52;50;-25;-2,8;
1814062;"Przeworsk (2)";133;48;76;143;70;73;-10;-0,7;
1814073;"Sieniawa (3)";39;12;25;68;36;32;-29;-4,3;
1814074;"Sieniawa - miasto (4)";22;3;19;21;15;6;1;0,5;
1814075;"Sieniawa - obszar wiejski (5)";17;9;6;47;21;26;-30;-6,3;
1814082;"Tryńcza (2)";77;28;49;84;29;51;-7;-0,8;
1814092;"Zarzecze (2)";68;29;37;74;40;29;-6;-0,9;
1815000;"Powiat ropczycko-sędziszowski";670;271;373;740;375;356;-70;-0,9;
1815012;"Iwierzyce (2)";86;41;42;50;20;24;36;4,6;
1815022;"Ostrów (2)";79;43;35;53;30;23;26;3,5;
1815033;"Ropczyce (3)";258;108;145;304;155;148;-46;-1,7;
1815034;"Ropczyce - miasto (4)";149;54;92;187;88;98;-38;-2,4;
1815035;"Ropczyce - obszar wiejski (5)";109;54;53;117;67;50;-8;-0,7;
1815043;"Sędziszów Małopolski (3)";200;65;121;220;120;100;-20;-0,8;
1815044;"Sędziszów Małopolski - miasto (4)";112;37;64;106;56;50;6;0,5;
1815045;"Sędziszów Małopolski - obszar wiejski (5)";88;28;57;114;64;50;-26;-2,3;
1815052;"Wielopole Skrzyńskie (2)";47;14;30;113;50;61;-66;-8,5;
1816000;"Powiat rzeszowski";2529;1456;1001;1588;985;580;941;5,4;
1816011;"Dynów (1)";49;7;41;34;20;14;15;2,5;
1816023;"Błażowa (3)";101;38;61;96;49;42;5;0,5;
1816024;"Błażowa - miasto (4)";22;1;21;25;8;16;-3;-1,4;
1816025;"Błażowa - obszar wiejski (5)";79;37;40;71;41;26;8;0,9;
1816042;"Chmielnik (2)";84;53;29;46;37;9;38;5,2;
1816052;"Dynów (2)";25;8;13;67;40;27;-42;-6,3;
1816063;"Głogów Małopolski (3)";333;186;143;173;103;70;160;8,2;
1816064;"Głogów Małopolski - miasto (4)";194;106;86;83;48;35;111;10,6;
1816065;"Głogów Małopolski - obszar wiejski (5)";139;80;57;90;55;35;49;5,4;
1816072;"Hyżne (2)";76;36;39;53;26;27;23;3,3;
1816082;"Kamień (2)";52;8;40;49;28;20;3;0,4;
1816092;"Krasne (2)";236;173;58;136;84;41;100;7,7;
1816102;"Lubenia (2)";106;67;34;51;32;17;55;8,4;
1816113;"Sokołów Małopolski (3)";141;49;84;142;73;69;-1;-0,1;
1816114;"Sokołów Małopolski - miasto (4)";59;9;50;30;15;15;29;6,7;
1816115;"Sokołów Małopolski - obszar wiejski (5)";82;40;34;112;58;54;-30;-2,3;
1816122;"Świlcza (2)";254;156;88;152;106;45;102;6,1;
1816132;"Trzebownisko (2)";478;311;158;247;162;85;231;9,6;
1816143;"Tyczyn (3)";220;135;74;129;84;43;91;8,0;
1816144;"Tyczyn - miasto (4)";106;62;39;56;36;20;50;11,1;
1816145;"Tyczyn - obszar wiejski (5)";114;73;35;73;48;23;41;5,9;
1817000;"Powiat sanocki";664;322;307;907;445;437;-243;-2,7;
1817011;"Sanok (1)";209;71;125;383;170;213;-174;-5,0;
1817022;"Besko (2)";43;17;25;52;22;24;-9;-2,1;
1817032;"Bukowsko (2)";23;9;14;55;29;25;-32;-6,0;
1817042;"Komańcza (2)";20;11;8;57;19;25;-37;-8,9;
1817052;"Sanok (2)";218;147;59;146;102;42;72;4,0;
1817062;"Tyrawa Wołoska (2)";13;7;6;24;9;15;-11;-5,7;
1817073;"Zagórz (3)";83;45;30;122;64;56;-39;-3,1;
1817074;"Zagórz - miasto (4)";37;20;13;59;33;26;-22;-4,4;
1817075;"Zagórz - obszar wiejski (5)";46;25;17;63;31;30;-17;-2,2;
1817082;"Zarszyn (2)";55;15;40;68;30;37;-13;-1,5;
1818000;"Powiat stalowowolski";983;537;384;1341;557;617;-358;-3,5;
1818011;"Stalowa Wola (1)";386;131;218;892;318;429;-506;-9,1;
1818022;"Bojanów (2)";59;38;17;67;36;31;-8;-1,1;
1818032;"Pysznica (2)";239;184;39;95;66;26;144;12,1;
1818042;"Radomyśl nad Sanem (2)";92;60;30;89;39;48;3;0,4;
1818062;"Zaleszany (2)";121;65;54;101;56;36;20;1,8;
1819000;"Powiat strzyżowski";472;175;270;608;267;330;-136;-2,3;
1819012;"Czudec (2)";116;53;56;107;66;34;9;0,8;
1819022;"Frysztak (2)";74;13;53;87;31;56;-13;-1,3;
1819032;"Niebylec (2)";68;21;45;78;43;33;-10;-1,0;
1819043;"Strzyżów (3)";162;69;85;229;91;137;-67;-3,4;
1819044;"Strzyżów - miasto (4)";60;12;45;113;34;79;-53;-6,3;
1819045;"Strzyżów - obszar wiejski (5)";102;57;40;116;57;58;-14;-1,2;
1819052;"Wiśniowa (2)";52;19;31;107;36;70;-55;-7,2;
1820000;"Powiat tarnobrzeski";328;175;140;499;298;195;-171;-3,3;
1820013;"Baranów Sandomierski (3)";101;59;39;104;55;47;-3;-0,3;
1820014;"Baranów Sandomierski - miasto (4)";18;8;9;14;8;6;4;2,9;
1820015;"Baranów Sandomierski - obszar wiejski (5)";83;51;30;90;47;41;-7;-0,7;
1820022;"Gorzyce (2)";59;26;33;136;81;54;-77;-6,1;
1820032;"Grębów (2)";66;41;24;79;45;32;-13;-1,3;
1820043;"Nowa Dęba (3)";102;49;44;180;117;62;-78;-4,6;
1820044;"Nowa Dęba - miasto (4)";67;27;34;103;65;37;-36;-3,5;
1820045;"Nowa Dęba - obszar wiejski (5)";35;22;10;77;52;25;-42;-6,3;
1861000;"Powiat m. Krosno";396;119;265;525;228;297;-129;-2,9;
1861011;"Krosno (1)";396;119;265;525;228;297;-129;-2,9;
1862000;"Powiat m. Przemyśl";309;81;194;638;279;349;-329;-5,8;
1862011;"Przemyśl (1)";309;81;194;638;279;349;-329;-5,8;
1863000;"Powiat m. Rzeszów";2730;1079;1535;2108;770;1303;622;3,1;
1863011;"Rzeszów (1)";2730;1079;1535;2108;770;1303;622;3,1;
1864000;"Powiat m. Tarnobrzeg";286;135;136;463;265;196;-177;-4,0;
1864011;"Tarnobrzeg (1)";286;135;136;463;265;196;-177;-4,0;
2000000;"PODLASKIE";12115;6783;4703;13485;7194;6136;-1370;-1,2;
2001000;"Powiat augustowski";343;174;150;528;341;182;-185;-3,4;
2001011;"Augustów (1)";171;58;102;235;131;102;-64;-2,2;
2001022;"Augustów (2)";37;23;12;57;45;12;-20;-3,1;
2001032;"Bargłów Kościelny (2)";49;35;12;58;37;20;-9;-1,8;
2001043;"Lipsk (3)";26;17;9;68;45;23;-42;-9,5;
2001044;"Lipsk - miasto (4)";13;9;4;40;25;15;-27;-13,0;
2001045;"Lipsk - obszar wiejski (5)";13;8;5;28;20;8;-15;-6,3;
2001052;"Nowinka (2)";21;14;7;28;21;7;-7;-2,4;
2001062;"Płaska (2)";18;13;2;34;22;10;-16;-6,9;
